city,state,country,first_name,last_name,agent,publication_date
Boston,Massachusetts,USA,J T,Hilton,local,05-29-1844
Brockport,New York,USA,A,Peck,local,05-29-1844
Buffalo,New York,USA,W W,Brown,local,05-29-1844
Buffalo,New York,USA,A H,Francis,local,05-29-1844
Butler,Ohio,USA,J,Yancy,traveling,NA
Butler,Ohio,USA,S,Jones,traveling,NA
Champaign,Ohio,USA,D,Lancaster,local,06-26-1844
Chillicothe,Ohio,USA,R W,Chancellor,local,06-05-1844
Chillicothe,Ohio,USA,James,Leach,local,06-05-1844
Cincinnati,Ohio,USA,Rev C,Satchel,traveling,06-12-1844
Cincinnati,Ohio,USA,Rev M M,Clark,traveling,06-12-1844
Cincinnati,Ohio,USA,W W,Watson,local,06-26-1844
Cincinnati,Ohio,USA,A M,Sumner,local,06-26-1844
Cincinnati,Ohio,USA,W M,Yancy,local,06-26-1844
Circleville,Ohio,USA,W,Scott,local,05-29-1844
Circleville,Ohio,USA,H,Glasspy,local,10-23-1844
Circleville,Ohio,USA,G,Stanup,local,10-23-1844
Cleveland,Ohio,USA,J,Malvin,local,05-29-1844
Cleveland,Ohio,USA,J L,Watson,local,05-29-1844
Cleveland,Ohio,USA,R D,Kenney,local,06-05-1844
Columbus,Ohio,USA,Rev W,Shelton,traveling,05-29-1844
Columbus,Ohio,USA,Rev T,Lawrence,traveling,05-29-1844
Crawford,Ohio,USA,A,Allen,local,06-26-1844
Dayton,Ohio,USA,T,Jefferson,local,05-29-1844
Detroit,Michigan,USA,H,Bibb,local,NA
Detroit,Michigan,USA,R,Banks,local,05-29-1844
Detroit,Michigan,USA,W C,Monroe,local,05-29-1844
Dublin,Ohio,USA,S,White Jr,local,05-29-1844
East Liberty,Ohio,USA,E C,Tyner,traveling,NA
Gallipolis,Ohio,USA,H,Bell,local,05-29-1844
Gallipolis,Ohio,USA,J,Gee,local,05-29-1844
Geneva,New York,USA,J W,Duffin,local,05-29-1844
Granville,Ohio,USA,T,Walker,local,06-26-1844
Greenfield,Ohio,USA,A J,Scot,local,NA
Hamilton,Ohio,USA,Rev W C,Yancy,traveling,05-29-1844
Hamilton,Ohio,USA,J,Simpson,local,05-29-1844
Hillsboro,Ohio,USA,J,Tailor,local,05-29-1844
Hillsboro,Ohio,USA,N,Tailor,local,05-29-1844
Indianapolis,Indiana,USA,J G,Bretton,local,05-29-1844
Jackson,Ohio,USA,N,Nukes,local,05-29-1844
Jackson,Ohio,USA,Rev T,Woodson,local,05-29-1844
Lafayette,Indiana,USA,S B,Webster,local,06-26-1844
Lancaster,Ohio,USA,S,Smith,local,06-12-1844
Lancaster,Ohio,USA,N,Smith,local,06-12-1844
Lancaster,Ohio,USA,I,Martin,local,NA
Lebanon,Ohio,USA,T,Benford,local,05-29-1844
Lebanon,Ohio,USA,S,Lewis,local,NA
Licking,Ohio,USA,F J,Bailes,local,10-23-1844
Liverpool,Merseyside,England,E R,Lewis,local,NA
Lockbourne,Ohio,USA,E C,Tyner,local,05-29-1844
Lockport,New York,USA,A,Outley,local,05-29-1844
Logan County,Ohio,USA,D D,Day,local,06-26-1844
Logan County,Ohio,USA,K,Artis,local,NA
Logan County,Ohio,USA,Rev M T,Nusum,traveling,05-29-1844
Logan County,Ohio,USA,Sen K,Artis Jr,local,06-05-1844
Lower Sandusky,Ohio,USA,A,Winfield,local,05-29-1844
Madison,Iowa,USA,A,Duncan,local,05-29-1844
Madison County,Ohio,USA,C,Lewis,local,11-13-1844
Massillon,Ohio,USA,J,Thompson,local,05-29-1844
Massillon,Ohio,USA,Rev J,Thomas,traveling,05-29-1844
Mercer County,Ohio,USA,Rev S,Jones,local,10-23-1844
Miami County,Ohio,USA,T,Anderson,local,06-26-1844
Miami County,Ohio,USA,R,Smith,local,06-26-1844
Morgan county,Ohio,USA,Lloyd E,Guy,local,05-29-1844
Mt. Pleasant,Ohio,USA,Elijah,Sawyer,local,05-29-1844
Mt. Pleasant,Ohio,USA,Rev W M,Newmon,traveling,05-29-1844
Mt. Vernon,Ohio,USA,O,Martin,local,05-29-1844
New Albany,Indiana,USA,G W,Carter,local,10-02-1844
New York City,New York,USA,Chris B,Ray,local,05-29-1844
New York City,New York,USA,T S,Wright,local,05-29-1844
Newark,Ohio,USA,G W,Roots,local,08-28-1844
Newark,Ohio,USA,W,Jenkins,local,05-29-1844
Newark,Ohio,USA,H,Robinson,local,NA
Oberlin,Ohio,USA,J M,Brown,local,NA
Oberlin,Ohio,USA,T,Fisher,local,NA
Oberlin,Ohio,USA,A,Jones,local,05-29-1844
Oberlin,Ohio,USA,W P,Newman,local,05-29-1844
Piketon,Ohio,USA,W,Evans,local,06-05-1844
Pittsburgh,Pennsylvania,USA,J B,Vashon,local,05-29-1844
Putnam,Ohio,USA,J,Thomas,local,05-29-1844
Richmond,Ohio,USA,C,Oston,local,06-12-1844
Rochester,New York,USA,J,Sharp,local,NA
Sardinia,Ohio,USA,Rev E,Cumberland,traveling,05-29-1844
Sardinia,Ohio,USA,Rev,Fox,traveling,05-29-1844
Sharonville,Ohio,USA,D,Lucus,local,06-12-1844
Sharonville,Ohio,USA,C,Smith,local,06-12-1844
Sharonville,Ohio,USA,W,Polson,local,06-12-1844
Shelby County,Ohio,USA,H,Galloway,local,08-28-1844
Shelby County,Ohio,USA,A N,Redmon,local,08-28-1844
Shelby County,Ohio,USA,J,Robertson,local,NA
Springfield,Ohio,USA,W,Piles,local,05-29-1844
Springfield,Ohio,USA,Rev T,Roberts,traveling,05-29-1844
Springfield,Ohio,USA,R,Piles,local,05-29-1844
Steubenville,Ohio,USA,Wm,Ferris,local,05-29-1844
Summerton,Ohio,USA,A,Harper,local,05-29-1844
Terre Haute,Indiana,USA,E,Roy,local,06-26-1844
Trenton,Ohio,USA,Jas,Simpson,local,05-29-1844
Troy,New York,USA,H H,Garnett,local,05-29-1844
U Moody,Ohio,USA,C H,Langston,local,NA
U Moody,Ohio,USA,J,Burnett,local,NA
Urbana,Ohio,USA,L,Adams,local,05-29-1844
Urbana,Ohio,USA,A,Kane,local,05-29-1844
Utica,New York,USA,T,Woodson,local,05-29-1844
Utica,New York,USA,James,Fontain,local,05-29-1844
Van Wert,Ohio,USA,H,Taylor,local,06-26-1844
Warren,Ohio,USA,A,Moore,local,06-12-1844
Warren,Ohio,USA,A,Day,local,08-14-1844
Wilmington,Ohio,USA,S,Depp,traveling,NA
Xenia,Ohio,USA,W,Roberts,local,05-29-1844
Xenia,Ohio,USA,Rev D,Winslow,traveling,05-29-1844
Zanesville,Ohio,USA,Rev Geo,Coleman,traveling,05-29-1844
Zanesville,Ohio,USA,B,Messer,local,NA
Zanesville,Ohio,USA,H,Nusum,local,06-05-1844
Zanesville,Ohio,USA,W,Gasaway,local,06-05-1844
Zanesville,Ohio,USA,I,Martin,local,NA
Batavia,New York,USA,W,Johnson,local,NA
Boston,Massachusetts,USA,J T,Hilton,local,NA
Brockport,New York,USA,A,Peck,local,NA
Buffalo,New York,USA,W W,Brown,local,NA
Buffalo,New York,USA,A H,Francis,local,NA
Butler,Ohio,USA,J,Yancy,traveling,NA
Butler,Ohio,USA,S,Jones,traveling,NA
Champaign,Ohio,USA,D,Lancaster,local,07-03-1844
Chillicothe,Ohio,USA,R W,Chancellor,local,06-12-1844
Chillicothe,Ohio,USA,James,Leach,local,06-12-1844
Cincinnati,Ohio,USA,Rev C,Satchel,traveling,06-19-1890
Cincinnati,Ohio,USA,Rev M M,Clark,traveling,06-19-1890
Cincinnati,Ohio,USA,W W,Watson,local,07-03-1844
Cincinnati,Ohio,USA,A M,Sumner,local,07-03-1844
Cincinnati,Ohio,USA,W M,Yancy,local,07-03-1844
Circleville,Ohio,USA,W,Scott,local,06-05-1844
Circleville,Ohio,USA,H,Glasspy,local,11-13-1844
Circleville,Ohio,USA,G,Stanup,local,11-13-1844
Cleveland,Ohio,USA,J,Malvin,local,06-05-1844
Cleveland,Ohio,USA,J L,Watson,local,06-05-1844
Cleveland,Ohio,USA,R D,Kenney,local,06-12-1844
Columbus,Ohio,USA,Rev W,Shelton,traveling,NA
Columbus,Ohio,USA,Rev T,Lawrence,traveling,NA
Crawford,Ohio,USA,A,Allen,local,07-03-1844
Dayton,Ohio,USA,T,Jefferson,local,06-05-1844
Detroit,Michigan,USA,H,Bibb,local,NA
Detroit,Michigan,USA,R,Banks,local,06-05-1844
Detroit,Michigan,USA,W C,Monroe,local,06-05-1844
Dublin,Ohio,USA,S,White Jr,local,06-05-1844
East Liberty,Ohio,USA,E C,Tyner,traveling,NA
Gallipolis,Ohio,USA,H,Bell,local,06-05-1844
Gallipolis,Ohio,USA,J,Gee,local,06-05-1844
Geneva,New York,USA,J W,Duffin,local,NA
Granville,Ohio,USA,T,Walker,local,07-03-1844
Greenfield,Ohio,USA,A J,Scot,local,NA
Hamilton,Ohio,USA,Rev W C,Yancy,traveling,06-05-1844
Hamilton,Ohio,USA,J,Simpson,local,06-05-1844
Hillsboro,Ohio,USA,J,Tailor,local,06-05-1844
Hillsboro,Ohio,USA,N,Tailor,local,06-05-1844
Indianapolis,Indiana,USA,J G,Bretton,local,06-05-1844
Jackson,Ohio,USA,N,Nukes,local,06-05-1844
Jackson,Ohio,USA,Rev T,Woodson,local,06-05-1844
Lafayette,Indiana,USA,S B,Webster,local,07-03-1844
Lancaster,Ohio,USA,S,Smith,local,06-19-1851
Lancaster,Ohio,USA,N,Smith,local,06-19-1851
Lancaster,Ohio,USA,I,Martin,local,NA
Lebanon,Ohio,USA,T,Benford,local,06-05-1844
Lebanon,Ohio,USA,S,Lewis,local,NA
Licking,Ohio,USA,F J,Bailes,local,11-13-1844
Liverpool,Merseyside,England,E R,Lewis,local,NA
Lockbourne,Ohio,USA,E C,Tyner,local,NA
Lockport,New York,USA,A,Outley,local,NA
Logan County,Ohio,USA,D D,Day,local,07-03-1844
Logan County,Ohio,USA,K,Artis,local,NA
Logan County,Ohio,USA,Rev M T,Nusum,traveling,06-05-1844
Logan County,Ohio,USA,Sen K,Artis Jr,local,06-12-1844
Lower Sandusky,Ohio,USA,A,Winfield,local,06-05-1844
Madison,Iowa,USA,A,Duncan,local,06-05-1844
Madison County,Ohio,USA,C,Lewis,local,NA
Massillon,Ohio,USA,J,Thompson,local,06-05-1844
Massillon,Ohio,USA,Rev J,Thomas,traveling,06-05-1844
Mercer County,Ohio,USA,Rev S,Jones,local,11-13-1844
Miami County,Ohio,USA,T,Anderson,local,07-03-1844
Miami County,Ohio,USA,R,Smith,local,07-03-1844
Morgan county,Ohio,USA,Lloyd E,Guy,local,06-05-1844
Mt. Pleasant,Ohio,USA,Elijah,Sawyer,local,06-05-1844
Mt. Pleasant,Ohio,USA,Rev W M,Newmon,traveling,06-05-1844
Mt. Vernon,Ohio,USA,O,Martin,local,06-05-1844
New Albany,Indiana,USA,G W,Carter,local,10-09-1844
New York City,New York,USA,Chris B,Ray,local,NA
New York City,New York,USA,T S,Wright,local,NA
Newark,Ohio,USA,G W,Roots,local,09-11-1844
Newark,Ohio,USA,W,Jenkins,local,06-05-1844
Newark,Ohio,USA,H,Robinson,local,NA
Oberlin,Ohio,USA,J M,Brown,local,NA
Oberlin,Ohio,USA,T,Fisher,local,NA
Oberlin,Ohio,USA,A,Jones,local,06-05-1844
Oberlin,Ohio,USA,W P,Newman,local,NA
Piketon,Ohio,USA,W,Evans,local,06-12-1844
Pittsburgh,Pennsylvania,USA,J B,Vashon,local,NA
Putnam,Ohio,USA,J,Thomas,local,06-05-1844
Richmond,Ohio,USA,C,Oston,local,06-19-1881
Rochester,New York,USA,J,Sharp,local,NA
Sardinia,Ohio,USA,Rev E,Cumberland,traveling,06-05-1844
Sardinia,Ohio,USA,Rev,Fox,traveling,06-05-1844
Sharonville,Ohio,USA,D,Lucus,local,06-19-1882
Sharonville,Ohio,USA,C,Smith,local,06-19-1882
Sharonville,Ohio,USA,W,Polson,local,06-19-1882
Shelby County,Ohio,USA,H,Galloway,local,09-11-1844
Shelby County,Ohio,USA,A N,Redmon,local,09-11-1844
Shelby County,Ohio,USA,J,Robertson,local,NA
Springfield,Ohio,USA,W,Piles,local,06-05-1844
Springfield,Ohio,USA,Rev T,Roberts,traveling,NA
Springfield,Ohio,USA,R,Piles,local,NA
Steubenville,Ohio,USA,Wm,Ferris,local,06-05-1844
Summerton,Ohio,USA,A,Harper,local,06-05-1844
Terre Haute,Indiana,USA,E,Roy,local,07-03-1844
Trenton,Ohio,USA,Jas,Simpson,local,06-05-1844
Troy,New York,USA,H H,Garnett,local,NA
U Moody,Ohio,USA,C H,Langston,local,NA
U Moody,Ohio,USA,J,Burnett,local,NA
Urbana,Ohio,USA,L,Adams,local,06-05-1844
Urbana,Ohio,USA,A,Kane,local,NA
Utica,New York,USA,T,Woodson,local,NA
Utica,New York,USA,James,Fontain,local,NA
Van Wert,Ohio,USA,H,Taylor,local,07-03-1844
Warren,Ohio,USA,A,Moore,local,06-19-1864
Warren,Ohio,USA,A,Day,local,08-21-1844
Wilmington,Ohio,USA,S,Depp,traveling,NA
Xenia,Ohio,USA,W,Roberts,local,06-05-1844
Xenia,Ohio,USA,Rev D,Winslow,traveling,NA
Zanesville,Ohio,USA,Rev Geo,Coleman,traveling,NA
Zanesville,Ohio,USA,B,Messer,local,NA
Zanesville,Ohio,USA,H,Nusum,local,06-12-1844
Zanesville,Ohio,USA,W,Gasaway,local,06-12-1844
Zanesville,Ohio,USA,I,Martin,local,NA
Batavia,New York,USA,W,Johnson,local,NA
Boston,Massachusetts,USA,J T,Hilton,local,NA
Brockport,New York,USA,A,Peck,local,NA
Buffalo,New York,USA,W W,Brown,local,NA
Buffalo,New York,USA,A H,Francis,local,NA
Butler,Ohio,USA,J,Yancy,traveling,NA
Butler,Ohio,USA,S,Jones,traveling,NA
Champaign,Ohio,USA,D,Lancaster,local,07-10-1844
Chillicothe,Ohio,USA,R W,Chancellor,local,06-19-1849
Chillicothe,Ohio,USA,James,Leach,local,06-19-1849
Cincinnati,Ohio,USA,Rev C,Satchel,traveling,06-26-1844
Cincinnati,Ohio,USA,Rev M M,Clark,traveling,06-26-1844
Cincinnati,Ohio,USA,W W,Watson,local,07-10-1844
Cincinnati,Ohio,USA,A M,Sumner,local,07-10-1844
Cincinnati,Ohio,USA,W M,Yancy,local,07-10-1844
Circleville,Ohio,USA,W,Scott,local,06-12-1844
Circleville,Ohio,USA,H,Glasspy,local,NA
Circleville,Ohio,USA,G,Stanup,local,NA
Cleveland,Ohio,USA,J,Malvin,local,06-12-1844
Cleveland,Ohio,USA,J L,Watson,local,06-12-1844
Cleveland,Ohio,USA,R D,Kenney,local,06-19-1857
Columbus,Ohio,USA,Rev W,Shelton,traveling,NA
Columbus,Ohio,USA,Rev T,Lawrence,traveling,NA
Crawford,Ohio,USA,A,Allen,local,07-10-1844
Dayton,Ohio,USA,T,Jefferson,local,06-12-1844
Detroit,Michigan,USA,H,Bibb,local,NA
Detroit,Michigan,USA,R,Banks,local,06-12-1844
Detroit,Michigan,USA,W C,Monroe,local,06-12-1844
Dublin,Ohio,USA,S,White Jr,local,06-12-1844
East Liberty,Ohio,USA,E C,Tyner,traveling,NA
Gallipolis,Ohio,USA,H,Bell,local,06-12-1844
Gallipolis,Ohio,USA,J,Gee,local,06-12-1844
Geneva,New York,USA,J W,Duffin,local,NA
Granville,Ohio,USA,T,Walker,local,07-10-1844
Greenfield,Ohio,USA,A J,Scot,local,NA
Hamilton,Ohio,USA,Rev W C,Yancy,traveling,06-12-1844
Hamilton,Ohio,USA,J,Simpson,local,06-12-1844
Hillsboro,Ohio,USA,J,Tailor,local,06-12-1844
Hillsboro,Ohio,USA,N,Tailor,local,06-12-1844
Indianapolis,Indiana,USA,J G,Bretton,local,06-12-1844
Jackson,Ohio,USA,N,Nukes,local,06-12-1844
Jackson,Ohio,USA,Rev T,Woodson,local,06-12-1844
Lafayette,Indiana,USA,S B,Webster,local,07-10-1844
Lancaster,Ohio,USA,S,Smith,local,06-26-1844
Lancaster,Ohio,USA,N,Smith,local,06-26-1844
Lancaster,Ohio,USA,I,Martin,local,NA
Lebanon,Ohio,USA,T,Benford,local,06-12-1844
Lebanon,Ohio,USA,S,Lewis,local,NA
Licking,Ohio,USA,F J,Bailes,local,NA
Liverpool,Merseyside,England,E R,Lewis,local,NA
Lockbourne,Ohio,USA,E C,Tyner,local,NA
Lockport,New York,USA,A,Outley,local,NA
Logan County,Ohio,USA,D D,Day,local,07-10-1844
Logan County,Ohio,USA,K,Artis,local,NA
Logan County,Ohio,USA,Rev M T,Nusum,traveling,06-12-1844
Logan County,Ohio,USA,Sen K,Artis Jr,local,06-19-1860
Lower Sandusky,Ohio,USA,A,Winfield,local,06-12-1844
Madison,Iowa,USA,A,Duncan,local,06-12-1844
Madison County,Ohio,USA,C,Lewis,local,NA
Massillon,Ohio,USA,J,Thompson,local,06-12-1844
Massillon,Ohio,USA,Rev J,Thomas,traveling,06-12-1844
Mercer County,Ohio,USA,Rev S,Jones,local,NA
Miami County,Ohio,USA,T,Anderson,local,07-10-1844
Miami County,Ohio,USA,R,Smith,local,07-10-1844
Morgan county,Ohio,USA,Lloyd E,Guy,local,06-12-1844
Mt. Pleasant,Ohio,USA,Elijah,Sawyer,local,06-12-1844
Mt. Pleasant,Ohio,USA,Rev W M,Newmon,traveling,06-12-1844
Mt. Vernon,Ohio,USA,O,Martin,local,06-12-1844
New Albany,Indiana,USA,G W,Carter,local,10-16-1844
New York City,New York,USA,Chris B,Ray,local,NA
New York City,New York,USA,T S,Wright,local,NA
Newark,Ohio,USA,G W,Roots,local,09-25-1844
Newark,Ohio,USA,W,Jenkins,local,06-12-1844
Newark,Ohio,USA,H,Robinson,local,NA
Oberlin,Ohio,USA,J M,Brown,local,NA
Oberlin,Ohio,USA,T,Fisher,local,NA
Oberlin,Ohio,USA,A,Jones,local,06-12-1844
Oberlin,Ohio,USA,W P,Newman,local,NA
Piketon,Ohio,USA,W,Evans,local,06-19-1880
Pittsburgh,Pennsylvania,USA,J B,Vashon,local,NA
Putnam,Ohio,USA,J,Thomas,local,06-12-1844
Richmond,Ohio,USA,C,Oston,local,06-26-1844
Rochester,New York,USA,J,Sharp,local,NA
Sardinia,Ohio,USA,Rev E,Cumberland,traveling,06-12-1844
Sardinia,Ohio,USA,Rev,Fox,traveling,06-12-1844
Sharonville,Ohio,USA,D,Lucus,local,06-26-1844
Sharonville,Ohio,USA,C,Smith,local,06-26-1844
Sharonville,Ohio,USA,W,Polson,local,06-26-1844
Shelby County,Ohio,USA,H,Galloway,local,09-25-1844
Shelby County,Ohio,USA,A N,Redmon,local,09-25-1844
Shelby County,Ohio,USA,J,Robertson,local,NA
Springfield,Ohio,USA,W,Piles,local,06-12-1844
Springfield,Ohio,USA,Rev T,Roberts,traveling,NA
Springfield,Ohio,USA,R,Piles,local,NA
Steubenville,Ohio,USA,Wm,Ferris,local,06-12-1844
Summerton,Ohio,USA,A,Harper,local,06-12-1844
Terre Haute,Indiana,USA,E,Roy,local,07-10-1844
Trenton,Ohio,USA,Jas,Simpson,local,06-19-1862
Troy,New York,USA,H H,Garnett,local,NA
U Moody,Ohio,USA,C H,Langston,local,NA
U Moody,Ohio,USA,J,Burnett,local,NA
Urbana,Ohio,USA,L,Adams,local,06-12-1844
Urbana,Ohio,USA,A,Kane,local,NA
Utica,New York,USA,T,Woodson,local,NA
Utica,New York,USA,James,Fontain,local,NA
Van Wert,Ohio,USA,H,Taylor,local,07-10-1844
Warren,Ohio,USA,A,Moore,local,06-26-1844
Warren,Ohio,USA,A,Day,local,08-28-1844
Wilmington,Ohio,USA,S,Depp,traveling,NA
Xenia,Ohio,USA,W,Roberts,local,06-12-1844
Xenia,Ohio,USA,Rev D,Winslow,traveling,NA
Zanesville,Ohio,USA,Rev Geo,Coleman,traveling,NA
Zanesville,Ohio,USA,B,Messer,local,NA
Zanesville,Ohio,USA,H,Nusum,local,06-19-1852
Zanesville,Ohio,USA,W,Gasaway,local,06-19-1852
Zanesville,Ohio,USA,I,Martin,local,NA
Batavia,New York,USA,W,Johnson,local,NA
Boston,Massachusetts,USA,J T,Hilton,local,NA
Brockport,New York,USA,A,Peck,local,NA
Buffalo,New York,USA,W W,Brown,local,NA
Buffalo,New York,USA,A H,Francis,local,NA
Butler,Ohio,USA,J,Yancy,traveling,NA
Butler,Ohio,USA,S,Jones,traveling,NA
Champaign,Ohio,USA,D,Lancaster,local,07-17-1844
Chillicothe,Ohio,USA,R W,Chancellor,local,06-26-1844
Chillicothe,Ohio,USA,James,Leach,local,06-26-1844
Cincinnati,Ohio,USA,Rev C,Satchel,traveling,07-03-1844
Cincinnati,Ohio,USA,Rev M M,Clark,traveling,07-03-1844
Cincinnati,Ohio,USA,W W,Watson,local,07-17-1844
Cincinnati,Ohio,USA,A M,Sumner,local,07-17-1844
Cincinnati,Ohio,USA,W M,Yancy,local,07-17-1844
Circleville,Ohio,USA,W,Scott,local,06-19-1850
Circleville,Ohio,USA,H,Glasspy,local,NA
Circleville,Ohio,USA,G,Stanup,local,NA
Cleveland,Ohio,USA,J,Malvin,local,06-19-1857
Cleveland,Ohio,USA,J L,Watson,local,06-19-1857
Cleveland,Ohio,USA,R D,Kenney,local,06-26-1844
Columbus,Ohio,USA,Rev W,Shelton,traveling,NA
Columbus,Ohio,USA,Rev T,Lawrence,traveling,NA
Crawford,Ohio,USA,A,Allen,local,07-17-1844
Dayton,Ohio,USA,T,Jefferson,local,06-19-1846
Detroit,Michigan,USA,H,Bibb,local,NA
Detroit,Michigan,USA,R,Banks,local,06-19-1879
Detroit,Michigan,USA,W C,Monroe,local,06-19-1879
Dublin,Ohio,USA,S,White Jr,local,06-19-1858
East Liberty,Ohio,USA,E C,Tyner,traveling,NA
Gallipolis,Ohio,USA,H,Bell,local,06-19-1865
Gallipolis,Ohio,USA,J,Gee,local,06-19-1865
Geneva,New York,USA,J W,Duffin,local,NA
Granville,Ohio,USA,T,Walker,local,07-17-1844
Greenfield,Ohio,USA,A J,Scot,local,NA
Hamilton,Ohio,USA,Rev W C,Yancy,traveling,06-19-1893
Hamilton,Ohio,USA,J,Simpson,local,06-19-1845
Hillsboro,Ohio,USA,J,Tailor,local,06-19-1853
Hillsboro,Ohio,USA,N,Tailor,local,06-19-1853
Indianapolis,Indiana,USA,J G,Bretton,local,06-19-1878
Jackson,Ohio,USA,N,Nukes,local,06-19-1866
Jackson,Ohio,USA,Rev T,Woodson,local,06-19-1866
Lafayette,Indiana,USA,S B,Webster,local,07-17-1844
Lancaster,Ohio,USA,S,Smith,local,07-03-1844
Lancaster,Ohio,USA,N,Smith,local,07-03-1844
Lancaster,Ohio,USA,I,Martin,local,NA
Lebanon,Ohio,USA,T,Benford,local,06-19-1867
Lebanon,Ohio,USA,S,Lewis,local,NA
Licking,Ohio,USA,F J,Bailes,local,NA
Liverpool,Merseyside,England,E R,Lewis,local,NA
Lockbourne,Ohio,USA,E C,Tyner,local,NA
Lockport,New York,USA,A,Outley,local,NA
Logan County,Ohio,USA,D D,Day,local,07-17-1844
Logan County,Ohio,USA,K,Artis,local,NA
Logan County,Ohio,USA,Rev M T,Nusum,traveling,06-26-1844
Logan County,Ohio,USA,Sen K,Artis Jr,local,06-26-1844
Lower Sandusky,Ohio,USA,A,Winfield,local,06-19-1871
Madison,Iowa,USA,A,Duncan,local,06-19-1877
Madison County,Ohio,USA,C,Lewis,local,NA
Massillon,Ohio,USA,J,Thompson,local,06-19-1868
Massillon,Ohio,USA,Rev J,Thomas,traveling,06-19-1894
Mercer County,Ohio,USA,Rev S,Jones,local,NA
Miami County,Ohio,USA,T,Anderson,local,07-17-1844
Miami County,Ohio,USA,R,Smith,local,07-17-1844
Morgan county,Ohio,USA,Lloyd E,Guy,local,06-19-1872
Mt. Pleasant,Ohio,USA,Elijah,Sawyer,local,06-19-1863
Mt. Pleasant,Ohio,USA,Rev W M,Newmon,traveling,06-19-1895
Mt. Vernon,Ohio,USA,O,Martin,local,06-19-1861
New Albany,Indiana,USA,G W,Carter,local,10-23-1844
New York City,New York,USA,Chris B,Ray,local,NA
New York City,New York,USA,T S,Wright,local,NA
Newark,Ohio,USA,G W,Roots,local,10-02-1844
Newark,Ohio,USA,W,Jenkins,local,06-19-1856
Newark,Ohio,USA,H,Robinson,local,NA
Oberlin,Ohio,USA,J M,Brown,local,NA
Oberlin,Ohio,USA,T,Fisher,local,NA
Oberlin,Ohio,USA,A,Jones,local,06-19-1870
Oberlin,Ohio,USA,W P,Newman,local,NA
Piketon,Ohio,USA,W,Evans,local,06-26-1844
Pittsburgh,Pennsylvania,USA,J B,Vashon,local,NA
Putnam,Ohio,USA,J,Thomas,local,06-19-1873
Richmond,Ohio,USA,C,Oston,local,07-03-1844
Rochester,New York,USA,J,Sharp,local,NA
Sardinia,Ohio,USA,Rev E,Cumberland,traveling,06-19-1891
Sardinia,Ohio,USA,Rev,Fox,traveling,06-19-1891
Sharonville,Ohio,USA,D,Lucus,local,07-03-1844
Sharonville,Ohio,USA,C,Smith,local,07-03-1844
Sharonville,Ohio,USA,W,Polson,local,07-03-1844
Shelby County,Ohio,USA,H,Galloway,local,10-02-1844
Shelby County,Ohio,USA,A N,Redmon,local,10-02-1844
Shelby County,Ohio,USA,J,Robertson,local,NA
Springfield,Ohio,USA,W,Piles,local,06-19-1847
Springfield,Ohio,USA,Rev T,Roberts,traveling,NA
Springfield,Ohio,USA,R,Piles,local,NA
Steubenville,Ohio,USA,Wm,Ferris,local,06-19-1855
Summerton,Ohio,USA,A,Harper,local,06-19-1869
Terre Haute,Indiana,USA,E,Roy,local,07-17-1844
Trenton,Ohio,USA,Jas,Simpson,local,06-26-1844
Troy,New York,USA,H H,Garnett,local,NA
U Moody,Ohio,USA,C H,Langston,local,NA
U Moody,Ohio,USA,J,Burnett,local,NA
Urbana,Ohio,USA,L,Adams,local,06-19-1848
Urbana,Ohio,USA,A,Kane,local,NA
Utica,New York,USA,T,Woodson,local,NA
Utica,New York,USA,James,Fontain,local,NA
Van Wert,Ohio,USA,H,Taylor,local,07-17-1844
Warren,Ohio,USA,A,Moore,local,07-10-1844
Warren,Ohio,USA,A,Day,local,09-11-1844
Wilmington,Ohio,USA,S,Depp,traveling,NA
Xenia,Ohio,USA,W,Roberts,local,06-19-1859
Xenia,Ohio,USA,Rev D,Winslow,traveling,NA
Zanesville,Ohio,USA,Rev Geo,Coleman,traveling,NA
Zanesville,Ohio,USA,B,Messer,local,NA
Zanesville,Ohio,USA,H,Nusum,local,06-26-1844
Zanesville,Ohio,USA,W,Gasaway,local,06-26-1844
Zanesville,Ohio,USA,I,Martin,local,NA
Batavia,New York,USA,W,Johnson,local,NA
Boston,Massachusetts,USA,J T,Hilton,local,NA
Brockport,New York,USA,A,Peck,local,NA
Buffalo,New York,USA,W W,Brown,local,NA
Buffalo,New York,USA,A H,Francis,local,NA
Butler,Ohio,USA,J,Yancy,traveling,NA
Butler,Ohio,USA,S,Jones,traveling,NA
Champaign,Ohio,USA,D,Lancaster,local,08-14-1844
Chillicothe,Ohio,USA,R W,Chancellor,local,07-03-1844
Chillicothe,Ohio,USA,James,Leach,local,07-03-1844
Cincinnati,Ohio,USA,Rev C,Satchel,traveling,07-10-1844
Cincinnati,Ohio,USA,Rev M M,Clark,traveling,07-10-1844
Cincinnati,Ohio,USA,W W,Watson,local,08-14-1844
Cincinnati,Ohio,USA,A M,Sumner,local,08-14-1844
Cincinnati,Ohio,USA,W M,Yancy,local,08-14-1844
Circleville,Ohio,USA,W,Scott,local,NA
Circleville,Ohio,USA,H,Glasspy,local,NA
Circleville,Ohio,USA,G,Stanup,local,NA
Cleveland,Ohio,USA,J,Malvin,local,06-26-1844
Cleveland,Ohio,USA,J L,Watson,local,06-26-1844
Cleveland,Ohio,USA,R D,Kenney,local,07-03-1844
